date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:44:11	61437/61437	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/report/patient-report.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/report/patient-report.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:13	78740/78740	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/report/doctor-report.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/report/doctor-report.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:14	79220/79220	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2019:51:02%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/report/total-report.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/report/total-report.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:16	69198/69198	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/human-resource/add-employee.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/human-resource/add-employee.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:17	61400/61400	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/human-resource/employee-list.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/human-resource/employee-list.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:18	66697/66697	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/human-resource/add-nurse.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/human-resource/add-nurse.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:20	61388/61388	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/human-resource/nurse-list.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/human-resource/nurse-list.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:21	68119/68119	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/human-resource/add-pharmacist.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/human-resource/add-pharmacist.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:22	61407/61407	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/human-resource/pharmacist-list.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/human-resource/pharmacist-list.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:24	68139/68139	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/human-resource/add-representative.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/human-resource/add-representative.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:25	61415/61415	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/human-resource/representative-list.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/human-resource/representative-list.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:26	66895/66895	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/bed-manager/add-bed.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/bed-manager/add-bed.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:28	61629/61629	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/bed-manager/bed-list.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/bed-manager/bed-list.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:29	61254/61254	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/notice/add-notice.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/notice/add-notice.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:30	57557/57557	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/notice/notice-list.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/notice/notice-list.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:32	107406/107406	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/widgets.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/widgets.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:33	69835/69835	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/accordions.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/accordions.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:35	63775/63775	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/alerts.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/alerts.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:36	89467/89467	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/buttons.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/buttons.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:37	64019/64019	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/breadcrumbs.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/breadcrumbs.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:39	64301/64301	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/badges.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/badges.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:40	82696/82696	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/cards.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/cards.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:42	78744/78744	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/progress-bars.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/progress-bars.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:43	63399/63399	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/preloaders.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/preloaders.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:44	70361/70361	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/pagination.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/pagination.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:46	72069/72069	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/tabs.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/tabs.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:47	63608/63608	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-basic/typography.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-basic/typography.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:49	67626/67626	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-advanced/draggables.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-advanced/draggables.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:51	68183/68183	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-advanced/sliders.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-advanced/sliders.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:54	71645/71645	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-advanced/rating.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-advanced/rating.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:55	97236/97236	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-advanced/modals.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-advanced/modals.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:56	59228/59228	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-advanced/tour.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-advanced/tour.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:57	61489/61489	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-advanced/cropper.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-advanced/cropper.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:44:59	62772/62772	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:12%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/ui-advanced/range-slider.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/ui-advanced/range-slider.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:00	71669/71669	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/animation.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/animation.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:02	90145/90145	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/form/form-elements.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/form/form-elements.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:04	91528/91528	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/form/form-layout.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/form/form-layout.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:05	76848/76848	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/form/form-validation.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/form/form-validation.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:07	108455/108455	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/form/form-wizard.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/form/form-wizard.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:10	63724/63724	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/charts/chartjs.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/charts/chartjs.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:12	63364/63364	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/charts/morris-charts.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/charts/morris-charts.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:14	72634/72634	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/tables/basic-tables.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/tables/basic-tables.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:17	58556/58556	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/tables/data-tables.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/tables/data-tables.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:19	59896/59896	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/popups/sweet-alerts.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/popups/sweet-alerts.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:21	66991/66991	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/popups/toast.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/popups/toast.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:23	152231/152231	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/icons/fontawesome.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/icons/fontawesome.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:24	63795/63795	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/icons/flaticons.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/icons/flaticons.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:26	68436/68436	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/icons/materialize.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/icons/materialize.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:28	60551/60551	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/maps/google-maps.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/maps/google-maps.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:29	58196/58196	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/maps/vector-maps.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/maps/vector-maps.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:31	29477/29477	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/default-login.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/default-login.html	(from http://slidesigma.com/themes/html/mednalytics/)
17:45:33	85531/85531	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jan%202020%2017:31:10%20GMT	http://slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/modal-login.html	C:/My%20Web%20Sites/Medical/slidesigma.com/themes/html/mednalytics/pages/prebuilt-pages/modal-login.html	(from http://slidesigma.com/themes/html/mednalytics/)
